fixture_id,date_utc,league,match,actual_idx,actual_outcome,v55_pred_idx,v55_pred,v55_conf,market_pred_idx,market_pred,market_conf,v55_correct,market_correct,v53_pred,window,market_beats_v55,v55_beats_market
1387797,2025-11-09 16:15:00+00:00,Ligue 1,Angers - Auxerre,2,Home,1,Draw,0.4981622595632001,2,Home,0.36283741368487127,0,1,Draw,2025-10-21__2025-11-20,1,0
1388612,2026-05-16 13:30:00+00:00,Bundesliga,Union Berlin - FC Augsburg,2,Home,0,Away,0.4534084625627176,2,Home,0.4000023416852718,0,1,Away,2026-04-19__2026-05-19,1,0
1390935,2025-11-09 17:30:00+00:00,La Liga,Mallorca - Getafe,2,Home,0,Away,0.43413253408186975,2,Home,0.3790013283495882,0,1,Away,2025-10-21__2025-11-20,1,0
1391083,2026-03-08 15:15:00+00:00,La Liga,Getafe - Real Betis,2,Home,0,Away,0.4256555054166477,2,Home,0.346726971532768,0,1,Away,2026-02-18__2026-03-20,1,0
1391073,2026-02-27 20:00:00+00:00,La Liga,Levante - Alaves,2,Home,0,Away,0.4252750772370629,2,Home,0.3546315922347459,0,1,Away,2026-02-18__2026-03-20,1,0
1388517,2026-02-28 14:30:00+00:00,Bundesliga,Borussia Mönchengladbach - Union Berlin,2,Home,0,Away,0.4237907800174227,2,Home,0.37785491760721485,0,1,Away,2026-02-18__2026-03-20,1,0
1391038,2026-01-31 13:00:00+00:00,La Liga,Oviedo - Girona,2,Home,0,Away,0.4226145776101875,2,Home,0.3515723871759579,0,1,Away,2026-01-19__2026-02-18,1,0
1379168,2026-01-03 15:00:00+00:00,Premier League,Wolves - West Ham,2,Home,0,Away,0.4201221964305743,2,Home,0.38853033747433485,0,1,Away,2025-12-20__2026-01-19,1,0
1379307,2026-04-25 14:00:00+00:00,Premier League,West Ham - Everton,2,Home,0,Away,0.4175491777043212,2,Home,0.36704188573128216,0,1,Away,2026-04-19__2026-05-19,1,0
1391134,2026-04-26 16:30:00+00:00,La Liga,Osasuna - Sevilla,2,Home,1,Draw,0.41636403443235753,2,Home,0.4407018124637921,0,1,Home,2026-04-19__2026-05-19,1,0
1379256,2026-03-04 20:15:00+00:00,Premier League,Newcastle - Manchester United,2,Home,0,Away,0.41415573608543205,2,Home,0.38942596537222135,0,1,Home,2026-02-18__2026-03-20,1,0
1377989,2025-11-30 11:30:00+00:00,Serie A,Lecce - Torino,2,Home,0,Away,0.40729519470238457,2,Home,0.3466864111990532,0,1,Away,2025-11-20__2025-12-20,1,0
1391183,2026-05-17 17:00:00+00:00,La Liga,Levante - Mallorca,2,Home,1,Draw,0.4070711496736048,2,Home,0.42957099097436824,0,1,Home,2026-04-19__2026-05-19,1,0
1390934,2025-11-08 13:00:00+00:00,La Liga,Girona - Alaves,2,Home,0,Away,0.404158443646225,2,Home,0.3906015082619058,0,1,Away,2025-10-21__2025-11-20,1,0
1379301,2026-04-21 19:00:00+00:00,Premier League,Brighton - Chelsea,2,Home,0,Away,0.40349174529057624,2,Home,0.3856979662850687,0,1,Home,2026-04-19__2026-05-19,1,0
1391141,2026-04-22 17:00:00+00:00,La Liga,Elche - Atletico Madrid,2,Home,0,Away,0.4029603401161954,2,Home,0.37773090825723615,0,1,Home,2026-04-19__2026-05-19,1,0
1052601,2024-05-03 18:45:00+00:00,Serie A,Torino - Bologna,1,Draw,2,Home,0.3999655528699643,1,Draw,0.3395061728395061,0,1,Home,2024-04-29__2024-05-29,1,0
1390937,2025-11-08 15:15:00+00:00,La Liga,Sevilla - Osasuna,2,Home,1,Draw,0.39656130293956493,2,Home,0.4382889349377387,0,1,Home,2025-10-21__2025-11-20,1,0
1391023,2026-01-23 20:00:00+00:00,La Liga,Levante - Elche,2,Home,0,Away,0.39629545625640716,2,Home,0.36590858388449493,0,1,Away,2026-01-19__2026-02-18,1,0
1391129,2026-04-25 12:00:00+00:00,La Liga,Alaves - Mallorca,2,Home,1,Draw,0.3950314588005833,2,Home,0.4450552768232569,0,1,Home,2026-04-19__2026-05-19,1,0
1377941,2025-10-26 11:30:00+00:00,Serie A,Torino - Genoa,2,Home,1,Draw,0.39498499350307664,2,Home,0.40973124976874403,0,1,Draw,2025-10-21__2025-11-20,1,0
1379126,2025-12-14 14:00:00+00:00,Premier League,Nottingham Forest - Tottenham,2,Home,0,Away,0.39424881879138596,2,Home,0.39766422418988,0,1,Home,2025-11-20__2025-12-20,1,0
1390962,2025-12-07 13:00:00+00:00,La Liga,Elche - Girona,2,Home,1,Draw,0.3938072198642075,2,Home,0.4321821505528822,0,1,Draw,2025-11-20__2025-12-20,1,0
1391143,2026-04-23 17:00:00+00:00,La Liga,Levante - Sevilla,2,Home,1,Draw,0.3927795883867078,2,Home,0.372562222150112,0,1,Away,2026-04-19__2026-05-19,1,0
1377995,2025-12-07 11:30:00+00:00,Serie A,Cremonese - Lecce,2,Home,0,Away,0.3889105008262761,2,Home,0.3536704832786037,0,1,Away,2025-11-20__2025-12-20,1,0
